"text","url","date"
"All Saints' Day, a holy day of obligation in some areas (a national holiday in many historically Catholic countries), and its related observance:
Day of the Innocents, The first day of Day of the Dead or El Dia de los Muertos celebration. (Mexico, Haiti)
Anniversary of the Revolution (Algeria)
Chavang Kut (Mizo people of Northeast India, Bangladesh, Burma)
Chhattisgarh Rajyotsava (Chhattisgarh, India)[54]
Christian feast day:
Austromoine
Benignus of Dijon
Caesarius of Africa
Santa Muerte (Folk Catholicism, Mexico and Southwestern United States)
November 1 (Eastern Orthodox liturgics)
Coronation of the fifth Druk Gyalpo (Bhutan)
Earliest day on which Arbor Day can fall, while 7 November is the latest; celebrated on the first Friday in November. (Samoa)
Earliest day on which Children's Day can fall, while 7 November is the latest; celebrated on the first Saturday in November. (South Africa)
Earliest day on which Health Day can fall, while 7 November is the latest; celebrated on the first Saturday in November. (Turkmenistan)
Earliest day on which National Bison Day can fall, while 7 November is the latest; celebrated on the first Saturday in November.  (United States)
Independence Day, celebrates the independence of Antigua and Barbuda from the United Kingdom in 1981.
Karnataka Rajyotsava (Karnataka, India)[54]
Kerala Day (Kerala, India)[54]
Liberty Day (United States Virgin Islands)
International Lennox-Gastaut Syndrome Awareness Day
National Brush Day (United States)
National Awakening Day (Bulgaria)
Self-Defense Forces Commemoration Day (Japan)
The first day of winter observances:
Calan Gaeaf, celebrations start at sunset of October 31. (Wales)
Samhain in the Northern Hemisphere and Beltane in the Southern Hemisphere, celebrations start at sunset of October 31 (Neopagan Wheel of the Year)
World Vegan Day","http://en.wikipedia.org/wiki/November_1","November 1"
"Battle of the Sinop Day (Russia)
Christian feast day:
Alexander Briant
Ansanus
Blessed Bruna Pellesi
Castritian
Blessed Charles de Foucauld
Edmund Campion
Eligius
Evasius
Grwst
Nahum
Nicholas Ferrar (Episcopal Church)
Ralph Sherwin
Ursicinus of Brescia
December 1 (Eastern Orthodox liturgics)
Damrong Rajanubhab Day (Thailand)
Earliest day on which Farmer's Day can fall, while December 7 is the latest; celebrated on the first Friday in December. (Ghana)
Earliest day on which Good Neighborliness Day can fall, while December 7 is the latest; celebrated on the first Sunday in December. (Turkmenistan)
Earliest day on which Sindhi Cultural Day can fall, while December 7 is the latest; celebrated on the first Sunday in December. (Sindhi diaspora)
First President Day (Kazakhstan)
Freedom and Democracy Day (Chad)
Great Union Day, celebrates the Union of Transylvania with Romania in 1918. (Romania)
Military Abolition Day (Costa Rica)
National Day (Myanmar)
Republic Day (Central African Republic)
Restoration of Independence Day (Portugal)
Rosa Parks Day (Ohio and Oregon, United States)
Self-governance Day or Fullveldisdagurinn (Iceland)
Teachers' Day (Panama)
World AIDS Day,[15] and its related observances:
Day Without Art[15]","http://en.wikipedia.org/wiki/December_1","December 1"
"Ancestry Day (Haiti)
Berchtold's Day (Switzerland and Liechtenstein)
Carnival Day (Saint Kitts and Nevis)
Christian feast day:
Basil the Great (Catholic Church and Church of England)
Defendens of Thebes
Earliest day on which the Feast of the Holy Name of Jesus is observed, while January 5 is the latest; celebrated on Sunday between January 2 and 5. (Roman Catholic Church, 1960 calendar)
Gregory of Nazianzus (Catholic Church)
Johann Konrad Wilhelm Löhe (Lutheran Church)
Macarius of Alexandria
Seraphim of Sarov (repose) (Eastern Orthodox Church)
Vedanayagam Samuel Azariah (Episcopal Church)
January 2 (Eastern Orthodox liturgics)
Nyinlong (Bhutan)
The first day of Blacks and Whites' Carnival, celebrated until January 7. (southern Colombia)
The first day of the Carnival of Riosucio, celebrated until January 8 every 2 years. (Riosucio)
The ninth of the Twelve Days of Christmas (Western Christianity)
The second day of New Year (a holiday in Kazakhstan, North Macedonia, Mauritius, Montenegro, New Zealand, Romania, Russia, Slovenia, Switzerland, Ukraine):
New Year Holiday (Scotland), if it is a Sunday, the day moves to January 3
Kaapse Klopse (Cape Town, South Africa)
Victory of Armed Forces Day (Cuba)","http://en.wikipedia.org/wiki/January_2","January 2"
"Groundhog Day
Anniversary of Treaty of Tartu (Estonia)
Christian Feast Day:
Adalbard
Cornelius the Centurion
Martyrs of Ebsdorf
February 2 (Eastern Orthodox liturgics)
Constitution Day (Philippines)
Day of Youth (Azerbaijan)
Earliest day on which Shrove Monday can fall, while March 8 is the latest; celebrated on Monday before Ash Wednesday (Christianity), and its related observances:
Bun Day (Iceland)
Fastelavn (Denmark/Norway)
Nickanan Night (Cornwall)
Rosenmontag (Germany)
Feast of the Presentation of Jesus at the Temple or Candlemas (Western Christianity), and its related observances:
A quarter day in the Christian liturgical calendar (due to Candlemas). (Scotland)
Celebration of Yemanja or Our Lady of Navigators (Candomblé)
Le Jour des Crêpes (France)
Our Lady of the Candles (Filipino Catholics)
Virgin of Candelaria (Tenerife, Spain)
Victory of the Battle of Stalingrad (Russia)
World Wetlands Day","http://en.wikipedia.org/wiki/February_2","February 2"
"Air Force Day (Sri Lanka)
Baloch Culture Day (Balochistan)
Christian feast day:
Agnes of Bohemia
Angela of the Cross
Blessed Charles the Good, Count of Flanders
Chad of Mercia (Catholic Church, Anglican Communion, Eastern Orthodox Church)
John Maron
March 2 (Eastern Orthodox liturgics)
Feast of 'Alá (Loftiness), First day of the 19th month of the Baháʼí calendar (Baháʼí Faith) and first day of the Baháʼí Nineteen Day Fast
Jamahiriya Day (Libya)
National Read Across America Day (United States)[29][30]
Peasants' Day (Myanmar)
Texas Independence Day
Victory at Adwa Day (Ethiopia)","http://en.wikipedia.org/wiki/March_2","March 2"
"Christian feast day:
Abundius of Como[39]
Amphianus of Lycia[40]
Æbbe the Younger[41]
Bronach of Glen-Seichis (Irish martyrology)[42]
Francis of Paola[43]
Francisco Coll Guitart[44]
Henry Budd (Anglican Church of Canada)[45]
Nicetius of Lyon[46]
Pedro Calungsod[47]
Theodosia of Tyre[48]
Urban of Langres[49]
April 2 (Eastern Orthodox liturgics)
International Children's Book Day (International)
Thai Heritage Conservation Day (Thailand)
Unity of Peoples of Russia and Belarus Day (Belarus)
World Autism Awareness Day (International)[50]","http://en.wikipedia.org/wiki/April_2","April 2"
"Watkins, Basil (2015). The Book of Saints: A Comprehensive Biographical Dictionary. Bloomsbury Academic. p. 3. ISBN 978-0-567-66414-3.","http://en.wikipedia.org/wiki/April_2","April 2"
"Christian feast day:
Ahudemmeh (Syriac Orthodox Church).[27]
Athanasius of Alexandria (Western Christianity)
Boris I of Bulgaria (Bulgarian Orthodox Church)
Germanus of Normandy
May 2 (Eastern Orthodox liturgics)
The last day of the Festival of Ridván (Baháʼí Faith) (Note that this date is non-Gregorian and may change according to the March equinox, see List of observances set by the Baháʼí calendar)
Anniversary of the Dos de Mayo Uprising (Community of Madrid, Spain)
Birth Anniversary of Third Druk Gyalpo (Bhutan)
Flag Day (Poland)
Indonesia National Education Day
Teachers' Day (Iran) (Note that this date is non-Gregorian and may change according to the March Equinox, see List of observances set by the Solar Hijri calendar)","http://en.wikipedia.org/wiki/May_2","May 2"
"Children's Day (North Korea)
Christian feast day:
Ahudemmeh (Syriac Orthodox Church).[51]
Alexander (martyr)
Elmo
Felix of Nicosia
Marcellinus and Peter
Martyrs of Lyon, including Blandina
Pope Eugene I
Pothinus
June 2 (Eastern Orthodox liturgics)
Civil Aviation Day (Azerbaijan)
Coronation of King Jigme Singye Wangchuck, also Social Forestry Day (Bhutan)
Day of Hristo Botev (Bulgaria)
Decoration Day (Canada)
Festa della Repubblica (Italy)
International Sex Workers Day
Telangana Day (Telangana, India)","http://en.wikipedia.org/wiki/June_2","June 2"
"Christian feast day:
Aberoh and Atom (Coptic Church)
Bernardino Realino
Feast of the Visitation (Anglicanism; Levoča at Mariánska hora)
Monegundis
Otto of Bamberg
Oudoceus
Martinian and Processus
Pishoy (Coptic Church)
Stephen III of Moldavia
July 2 (Eastern Orthodox liturgics)
Earliest day on which Unity Day can fall, while July 8 is the latest; celebrated on Tuesday following Heroes' Day. (Zambia)
Flag Day (Curaçao)
Palio di Provenzano (Siena, Italy)
Police Day (Azerbaijan)","http://en.wikipedia.org/wiki/July_2","July 2"
"Christian feast day:
Ahudemmeh (Syriac Orthodox Church).[37]
Basil Fool for Christ (Russian Orthodox Church)
Blessed Justin Russolillo
Eusebius of Vercelli
Peter Faber
Peter Julian Eymard
Pope Stephen I
Our Lady of the Angels of the Porziuncola (Franciscan Order)
""Perdono di Assisi"" (Pardon of Assisi), the plenary indulgence related to St.Francis of Assisi originated in the church of Porziuncola (Catholic Church) [38]
Samuel David Ferguson (Episcopal Church)
August 2 (Eastern Orthodox liturgics)
Day of Azerbaijani cinema (Azerbaijan)
Our Lady of the Angels Day (Costa Rica)
Paratroopers Day (Russia)
Republic Day (North Macedonia)
Romani genocide-related observances, including:
Roma Holocaust Memorial Day (Council of Europe, European Parliament)
Genocide Remembrance Day of the Roma and Sinti (Poland)
International Remembrance Day of the Holocaust of the Roma (Ukraine)","http://en.wikipedia.org/wiki/August_2","August 2"
"Christian feast day:
Acepsimas of Hnaita and companions (Syriac Orthodox Church)
Agricola of Avignon
Antoninus of Pamiers
Brocard
Castor of Apt
Diomedes
Eleazar
Hieu
Ingrid of Sweden
Justus of Lyon
Margaret of Louvain
Maxima of Rome
Nonnosus
William of Roskilde
September 2 (Eastern Orthodox liturgics)
Democracy Day (Tibet)
Independence Day (Transnistria, unrecognized)
Independence Day (Artsakh, unrecognized)
National Blueberry Popsicle Day (United States)
National Day, celebrates the independence of Vietnam from Japan and France in 1945
Victory over Japan Day (United States)","http://en.wikipedia.org/wiki/September_2","September 2"
"Batik Day (Indonesia)[235]
Christian feast day:
Denha I of Tikrit (Syriac Orthodox Church)[236]
Memorial of the Holy Guardian Angels[237]
Leodegar[238]
October 2 (Eastern Orthodox liturgics)
Gandhi's birthday-related observances:
Gandhi Jayanti (India)[17]
International Day of Non-Violence[102]
Independence Day, celebrates the independence of Guinea from France in 1958[17]
National Grandparents Day (Italy)[239]","http://en.wikipedia.org/wiki/October_2","October 2"
"Christian feast day:
Agapius and companions
Daniel Payne (Lutheran)
Domninus of Vienne
Erc of Slane (Ireland)
Justus of Trieste
Victorinus of Pettau
November 2 (Eastern Orthodox liturgics)
All Souls' Day (Roman Catholic Church and Anglican Communion)
Coronation of Haile Selassie (Rastafari)
Day of the Dead, the second day of Day of the Dead or El Dia de los Muertos celebration (Mexico)
Dziady (Belarus)[27]
Indian Arrival Day (Mauritius)
International Day to End Impunity for Crimes Against Journalists (United Nations)[28]
Statehood Day (North Dakota and South Dakota, United States)","http://en.wikipedia.org/wiki/November_2","November 2"
"Armed Forces Day (Cuba)
Christian feast day:
Avitus of Rouen
Bibiana
Channing Moore Williams (Anglicanism)
Chromatius
Habakkuk (Eastern Orthodox)
Nonnus
December 2 (Eastern Orthodox liturgics)
International Day for the Abolition of Slavery (United Nations)[24]
Lao National Day
National Day (United Arab Emirates)","http://en.wikipedia.org/wiki/December_2","December 2"
"Anniversary of the 1966 Coup d'état (Burkina Faso)
Christian feast day:
Daniel of Padua
Genevieve
Holy Name of Jesus
Kuriakose Elias Chavara (Syro-Malabar Catholic Church)
Pope Anterus
William Passavant (Episcopal Church)
January 3 (Eastern Orthodox liturgics)
Ministry of Religious Affairs Day (Indonesia)
Tamaseseri Festival (Hakozaki Shrine, Fukuoka, Japan)
The tenth of the Twelve Days of Christmas (Western Christianity)","http://en.wikipedia.org/wiki/January_3","January 3"
"Christian feast day:
Aaron the Illustrious (Syriac Orthodox Church)
Ansgar
Berlinda of Meerbeke
Blaise
Celsa and Nona
Claudine Thévenet
Dom Justo Takayama (Philippines and Japan)
Hadelin
Margaret of England
Werburgh
February 3 (Eastern Orthodox liturgics)
Day of the Virgin of Suyapa (Honduras)
Earliest day on which Shrove Tuesday can fall, while March 9 is the latest; celebrated on Tuesday before Ash Wednesday (Christianity)
Four Chaplains Day (United States, also considered a Feast Day by the Episcopal Church)
Communist Party of Vietnam Foundation Anniversary (Vietnam)
Heroes' Day (Mozambique)
Martyrs' Day (São Tomé and Príncipe)
Setsubun (Japan)
Veterans' Day (Thailand)","http://en.wikipedia.org/wiki/February_3","February 3"
"Christian feast day:
Anselm, Duke of Friuli
Arthelais
Cunigunde of Luxembourg
Katharine Drexel
John and Charles Wesley (Episcopal Church (USA))
Marinus and Asterius of Caesarea[42]
Winwaloe
March 3 (Eastern Orthodox liturgics)
Hinamatsuri or ""Girl's Day"" (Japan)
Liberation and Freedom Day (Charlottesville, Virginia, USA)
Liberation Day (Bulgaria)[43]
Martyrs' Day (Malawi)
Mother's Day (Georgia)
Sportsmen's Day (Egypt)
Teacher's Day (Lebanon)
World Hearing Day
World Wildlife Day[44]","http://en.wikipedia.org/wiki/March_3","March 3"
"Christian feast day:
Agape, Chionia, and Irene
Burgundofara
Luigi Scrosoppi
Richard of Chichester
April 3 (Eastern Orthodox liturgics)","http://en.wikipedia.org/wiki/April_3","April 3"
